SSDT (System Service Descriptor Table), RAM analizi sırasında değil, ancak Windows işletim sistemi içinde çalışan çekirdek modundaki işlemlerin sistem çağrılarına erişimini yönetmek için kullanılır. SSDT, işletim sisteminin güvenliği ve doğru işleyişi için kritik bir rol oynar

"C:\Users\technopc\Downloads\VolatilityWorkbench\vol.exe" -f "C:\Users\technopc\Desktop\volatility3\20240516.mem" windows.ssdt.SSDT 
Volatility 3 Framework 2.5.0
Index	Address	Module	Symbol
274	0xf8020fe8abc0	ntoskrnl	NtLockFile
275	0xf8021002fe10	ntoskrnl	NtLockProductActivationKeys
276	0xf8021003da70	ntoskrnl	NtLockRegistryKey
277	0xf8020fb4f890	ntoskrnl	NtLockVirtualMemory
278	0xf80210179030	ntoskrnl	NtMakePermanentObject
279	0xf8020ff4dc60	ntoskrnl	NtMakeTemporaryObject
280	0xf8020ff3f4f0	ntoskrnl	NtManageHotPatch
281	0xf8020ffdfbb0	ntoskrnl	NtManagePartition
282	0xf802102014d0	ntoskrnl	NtMapCMFModule
283	0xf80210240c70	ntoskrnl	NtMapUserPhysicalPages
284	0xf8020ffc0640	ntoskrnl	NtMapViewOfSectionEx
285	0xf802101fd600	ntoskrnl	NtModifyBootEntry
286	0xf802101fd630	ntoskrnl	NtModifyDriverEntry
287	0xf8020ff38a40	ntoskrnl	NtNotifyChangeDirectoryFile
288	0xf8020ff38aa0	ntoskrnl	NtNotifyChangeDirectoryFileEx
289	0xf8020fe8da90	ntoskrnl	NtNotifyChangeKey
290	0xf8020fe8cdd0	ntoskrnl	NtNotifyChangeMultipleKeys
291	0xf8020ff20460	ntoskrnl	NtNotifyChangeSession
292	0xf802101ae900	ntoskrnl	NtOpenCpuPartition
293	0xf8020fbd5800	ntoskrnl	NtOpenEnlistment
294	0xf8020fff2b50	ntoskrnl	?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
294	0xf8020fff2b50	ntoskrnl	NtAdjustTokenClaimsAndDeviceGroups
294	0xf8020fff2b50	ntoskrnl	NtCreateEventPair
294	0xf8020fff2b50	ntoskrnl	NtDirectGraphicsCall
294	0xf8020fff2b50	ntoskrnl	NtFilterTokenEx
294	0xf8020fff2b50	ntoskrnl	NtOpenEventPair
294	0xf8020fff2b50	ntoskrnl	NtSetHighEventPair
294	0xf8020fff2b50	ntoskrnl	NtSetHighWaitLowEventPair
294	0xf8020fff2b50	ntoskrnl	NtSetLowEventPair
294	0xf8020fff2b50	ntoskrnl	NtSetLowWaitHighEventPair
294	0xf8020fff2b50	ntoskrnl	NtVdmControl
294	0xf8020fff2b50	ntoskrnl	NtWaitHighEventPair
294	0xf8020fff2b50	ntoskrnl	NtWaitLowEventPair

294	0xf8020fff2b50	ntoskrnl	PsNotifyWriteToExecutableMemory
294	0xf8020fff2b50	ntoskrnl	SeAdjustObjectSecurity
294	0xf8020fff2b50	ntoskrnl	xHalIommuMapDevice
294	0xf8020fff2b50	ntoskrnl	xHalLoadMicrocode
294	0xf8020fff2b50	ntoskrnl	xHalPostMicrocodeUpdate
294	0xf8020fff2b50	ntoskrnl	xHalUnloadMicrocode
295	0xf80210146050	ntoskrnl	NtOpenIoCompletion
296	0xf8020ff57ab0	ntoskrnl	NtOpenJobObject
297	0xf8020ff18ed0	ntoskrnl	NtOpenKeyEx
298	0xf8021020bb60	ntoskrnl	NtOpenKeyTransacted
299	0xf8020ff3f220	ntoskrnl	NtOpenKeyTransactedEx
300	0xf80210202c50	ntoskrnl	NtOpenKeyedEvent
301	0xf8020ff45660	ntoskrnl	NtOpenMutant
302	0xf8020ff4bee0	ntoskrnl	NtOpenObjectAuditAlarm
303	0xf80210056fe0	ntoskrnl	NtOpenPartition
304	0xf8020ff0a340	ntoskrnl	NtOpenPrivateNamespace
305	0xf8020ff34b60	ntoskrnl	NtOpenProcessToken
306	0xf8021020bb80	ntoskrnl	NtOpenRegistryTransaction
307	0xf8020fbd5820	ntoskrnl	NtOpenResourceManager
308	0xf8020fefa1d0	ntoskrnl	NtOpenSemaphore
309	0xf8020ff50070	ntoskrnl	NtOpenSession
310	0xf8020ff15590	ntoskrnl	NtOpenSymbolicLinkObject
311	0xf8020ff276b0	ntoskrnl	NtOpenThread
312	0xf802101f9a50	ntoskrnl	NtOpenTimer
313	0xf8020fbd5840	ntoskrnl	NtOpenTransaction
314	0xf8020fbd5860	ntoskrnl	NtOpenTransactionManager
315	0xf8020feb1f00	ntoskrnl	NtPlugPlayControl
316	0xf8020fbd5880	ntoskrnl	NtPrePrepareComplete
317	0xf8020fbd58a0	ntoskrnl	NtPrePrepareEnlistment
318	0xf8020fbd58c0	ntoskrnl	NtPrepareComplete
319	0xf8020fbd58e0	ntoskrnl	NtPrepareEnlistment
320	0xf8020ff66a20	ntoskrnl	NtPrivilegeCheck
321	0xf8021003ab20	ntoskrnl	NtPrivilegeObjectAuditAlarm
322	0xf8020ff36a40	ntoskrnl	NtPrivilegedServiceAuditAlarm
323	0xf8020fbd5900	ntoskrnl	NtPropagationComplete
324	0xf8020fbd5920	ntoskrnl	NtPropagationFailed
325	0xf802102034d0	ntoskrnl	NtPssCaptureVaSpaceBulk
326	0xf8020ff23050	ntoskrnl	NtPulseEvent
327	0xf802102027a0	ntoskrnl	NtQueryAuxiliaryCounterFrequency
328	0xf80210033830	ntoskrnl	NtQueryBootEntryOrder
329	0xf80210033a30	ntoskrnl	NtQueryBootOptions
330	0xf8020fa624e0	ntoskrnl	NtQueryDebugFilterState
331	0xf8020fe8af10	ntoskrnl	NtQueryDirectoryFileEx
332	0xf8020fe9cdd0	ntoskrnl	NtQueryDirectoryObject
333	0xf802101fd660	ntoskrnl	NtQueryDriverEntryOrder
334	0xf8020ff2cc20	ntoskrnl	NtQueryEaFile
335	0xf8020ffb3a20	ntoskrnl	NtQueryFullAttributesFile
336	0xf8020ff47cb0	ntoskrnl	NtQueryInformationAtom
337	0xf8020ff2c3f0	ntoskrnl	NtQueryInformationByName
338	0xf802101ae9b0	ntoskrnl	NtQueryInformationCpuPartition
339	0xf8020fbd5940	ntoskrnl	NtQueryInformationEnlistment
340	0xf8020ffd5e60	ntoskrnl	NtQueryInformationJobObject
341	0xf802101769b0	ntoskrnl	NtQueryInformationPort
342	0xf8020fbd5960	ntoskrnl	NtQueryInformationResourceManager
343	0xf8020fbd5980	ntoskrnl	NtQueryInformationTransaction
344	0xf8020fbd59a0	ntoskrnl	NtQueryInformationTransactionManager
345	0xf8020fe0d870	ntoskrnl	NtQueryInformationWorkerFactory
346	0xf8020ffcbe40	ntoskrnl	NtQueryInstallUILanguage
347	0xf80210202810	ntoskrnl	NtQueryIntervalProfile
348	0xf80210146170	ntoskrnl	NtQueryIoCompletion
349	0xf80210148cb0	ntoskrnl	NtQueryIoRingCapabilities
350	0xf8020ff1ba30	ntoskrnl	NtQueryLicenseValue
351	0xf8020ffad7a0	ntoskrnl	NtQueryMultipleValueKey
352	0xf80210203ad0	ntoskrnl	NtQueryMutant
353	0xf8021020bcc0	ntoskrnl	NtQueryOpenSubKeys
354	0xf8021020bf00	ntoskrnl	NtQueryOpenSubKeysEx
355	0xf8020fff2ab0	ntoskrnl	CmpCleanUpHigherLayerKcbCachesPreCallback
355	0xf8020fff2ab0	ntoskrnl	CmpInvalidateAllHigherLayerKcbsPreCallback
355	0xf8020fff2ab0	ntoskrnl	CmpPrepareToInvalidateAllHigherLayerKcbsPreCallback
355	0xf8020fff2ab0	ntoskrnl	HaliAcpiQueryFlags
355	0xf8020fff2ab0	ntoskrnl	NtQueryPortInformationProcess
356	0xf80210149690	ntoskrnl	NtQueryQuotaInformationFile
357	0xf8020feb5bf0	ntoskrnl	NtQuerySecurityAttributesToken
358	0xf8020ff199e0	ntoskrnl	NtQuerySecurityObject
359	0xf8020ff4b680	ntoskrnl	NtQuerySecurityPolicy
360	0xf802101ff890	ntoskrnl	NtQuerySemaphore
361	0xf8020ff147f0	ntoskrnl	NtQuerySymbolicLinkObject
362	0xf802101fd990	ntoskrnl	NtQuerySystemEnvironmentValue
363	0xf8020ff46600	ntoskrnl	NtQuerySystemEnvironmentValueEx
364	0xf8020ff2fcd0	ntoskrnl	NtQuerySystemInformationEx
365	0xf8020ff501e0	ntoskrnl	NtQueryTimerResolution
366	0xf8020fed52c0	ntoskrnl	NtQueryWnfStateData
367	0xf8020ff399f0	ntoskrnl	NtQueryWnfStateNameInformation
368	0xf8020ffcf940	ntoskrnl	NtQueueApcThreadEx
369	0xf8020ffcf990	ntoskrnl	NtQueueApcThreadEx2
370	0xf8020fc18b40	ntoskrnl	NtRaiseException
371	0xf802101ff510	ntoskrnl	NtRaiseHardError

372	0xf8020fbd59c0	ntoskrnl	NtReadOnlyEnlistment
373	0xf8020fa84af0	ntoskrnl	NtReadVirtualMemoryEx
374	0xf8020fbd59e0	ntoskrnl	NtRecoverEnlistment
375	0xf8020fbd5a00	ntoskrnl	NtRecoverResourceManager
376	0xf8020fbd5a20	ntoskrnl	NtRecoverTransactionManager
377	0xf8020fbd5f40	ntoskrnl	NtRegisterProtocolAddressInformation
378	0xf8020ff14710	ntoskrnl	NtRegisterThreadTerminatePort
379	0xf80210202d50	ntoskrnl	NtReleaseKeyedEvent
380	0xf8020fb274e0	ntoskrnl	NtReleaseWorkerFactoryWorker
381	0xf8020ff1ad50	ntoskrnl	NtRemoveIoCompletionEx
382	0xf80210136f30	ntoskrnl	NtRemoveProcessDebug
383	0xf8021020c250	ntoskrnl	NtRenameKey
384	0xf8020fbd5f60	ntoskrnl	NtRenameTransactionManager
385	0xf8021020c790	ntoskrnl	NtReplaceKey
386	0xf8020fe778d0	ntoskrnl	NtReplacePartitionUnit
387	0xf80210176ae0	ntoskrnl	NtReplyWaitReplyPort
388	0xf8020ff384d0	ntoskrnl	NtRequestPort
389	0xf8020ffef570	ntoskrnl	NtResetEvent
390	0xf8020ff14ae0	ntoskrnl	NtResetWriteWatch
391	0xf8021020caf0	ntoskrnl	NtRestoreKey
392	0xf802101b4360	ntoskrnl	NtResumeProcess
393	0xf8020fda21d0	ntoskrnl	NtRevertContainerImpersonation
394	0xf8020fbd5a40	ntoskrnl	NtRollbackComplete
395	0xf8020fbd5a60	ntoskrnl	NtRollbackEnlistment
396	0xf8021020cd70	ntoskrnl	NtRollbackRegistryTransaction
397	0xf8020fbd5a80	ntoskrnl	NtRollbackTransaction
398	0xf8020fbd5fc0	ntoskrnl	NtRollforwardTransactionManager
399	0xf8021020ce90	ntoskrnl	NtSaveKey
400	0xf8021020ceb0	ntoskrnl	NtSaveKeyEx
401	0xf8021020d140	ntoskrnl	NtSaveMergedKeys
402	0xf8020ff33650	ntoskrnl	NtSecureConnectPort
403	0xf802100570a0	ntoskrnl	NtSerializeBoot
404	0xf802101fdcc0	ntoskrnl	NtSetBootEntryOrder
405	0xf802101fded0	ntoskrnl	NtSetBootOptions
406	0xf8020fff4a70	ntoskrnl	NtSetCachedSigningLevel
407	0xf8020fff4aa0	ntoskrnl	NtSetCachedSigningLevel2
408	0xf802101b22a0	ntoskrnl	NtSetContextThread
409	0xf80210021ac0	ntoskrnl	NtSetDebugFilterState
410	0xf80210057bf0	ntoskrnl	NtSetDefaultHardErrorPort
411	0xf8020ffcb650	ntoskrnl	NtSetDefaultLocale
412	0xf8020ffcbea0	ntoskrnl	NtSetDefaultUILanguage
413	0xf802101fe0f0	ntoskrnl	NtSetDriverEntryOrder
414	0xf80210149080	ntoskrnl	NtSetEaFile
415	0xf8020fff2b50	ntoskrnl	?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
415	0xf8020fff2b50	ntoskrnl	NtAdjustTokenClaimsAndDeviceGroups
415	0xf8020fff2b50	ntoskrnl	NtCreateEventPair
415	0xf8020fff2b50	ntoskrnl	NtDirectGraphicsCall
415	0xf8020fff2b50	ntoskrnl	NtFilterTokenEx
415	0xf8020fff2b50	ntoskrnl	NtOpenEventPair
415	0xf8020fff2b50	ntoskrnl	NtSetHighEventPair
415	0xf8020fff2b50	ntoskrnl	NtSetHighWaitLowEventPair
415	0xf8020fff2b50	ntoskrnl	NtSetLowEventPair
415	0xf8020fff2b50	ntoskrnl	NtSetLowWaitHighEventPair
415	0xf8020fff2b50	ntoskrnl	NtVdmControl
415	0xf8020fff2b50	ntoskrnl	NtWaitHighEventPair
415	0xf8020fff2b50	ntoskrnl	NtWaitLowEventPair
415	0xf8020fff2b50	ntoskrnl	PsNotifyWriteToExecutableMemory
415	0xf8020fff2b50	ntoskrnl	SeAdjustObjectSecurity
415	0xf8020fff2b50	ntoskrnl	xHalIommuMapDevice
415	0xf8020fff2b50	ntoskrnl	xHalLoadMicrocode
415	0xf8020fff2b50	ntoskrnl	xHalPostMicrocodeUpdate
415	0xf8020fff2b50	ntoskrnl	xHalUnloadMicrocode
416	0xf8020fff2b50	ntoskrnl	?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
416	0xf8020fff2b50	ntoskrnl	NtAdjustTokenClaimsAndDeviceGroups
416	0xf8020fff2b50	ntoskrnl	NtCreateEventPair
416	0xf8020fff2b50	ntoskrnl	NtDirectGraphicsCall
416	0xf8020fff2b50	ntoskrnl	NtFilterTokenEx
416	0xf8020fff2b50	ntoskrnl	NtOpenEventPair
416	0xf8020fff2b50	ntoskrnl	NtSetHighEventPair
416	0xf8020fff2b50	ntoskrnl	NtSetHighWaitLowEventPair
416	0xf8020fff2b50	ntoskrnl	NtSetLowEventPair
416	0xf8020fff2b50	ntoskrnl	NtSetLowWaitHighEventPair
416	0xf8020fff2b50	ntoskrnl	NtVdmControl
416	0xf8020fff2b50	ntoskrnl	NtWaitHighEventPair
416	0xf8020fff2b50	ntoskrnl	NtWaitLowEventPair
416	0xf8020fff2b50	ntoskrnl	PsNotifyWriteToExecutableMemory
416	0xf8020fff2b50	ntoskrnl	SeAdjustObjectSecurity
416	0xf8020fff2b50	ntoskrnl	xHalIommuMapDevice
416	0xf8020fff2b50	ntoskrnl	xHalLoadMicrocode
416	0xf8020fff2b50	ntoskrnl	xHalPostMicrocodeUpdate
416	0xf8020fff2b50	ntoskrnl	xHalUnloadMicrocode
417	0xf8020fa87000	ntoskrnl	NtSetIRTimer
418	0xf802101aebb0	ntoskrnl	NtSetInformationCpuPartition
419	0xf802101370a0	ntoskrnl	NtSetInformationDebugObject
420	0xf8020fbd5aa0	ntoskrnl	NtSetInformationEnlistment
421	0xf80210148d40	ntoskrnl	NtSetInformationIoRing
422	0xf8020ffd4650	ntoskrnl	NtSetInformationJobObject
423	0xf8020ff19bf0	ntoskrnl	NtSetInformationKey
424	0xf8020fbd5ac0	ntoskrnl	NtSetInformationResourceManager
425	0xf802101797e0	ntoskrnl	NtSetInformationSymbolicLink
426	0xf8020ffb9480	ntoskrnl	NtSetInformationToken
427	0xf8020fbd5ae0	ntoskrnl	NtSetInformationTransaction
428	0xf8020fbd5f80	ntoskrnl	NtSetInformationTransactionManager
429	0xf8020ffc1bf0	ntoskrnl	NtSetInformationVirtualMemory
430	0xf8020fa217c0	ntoskrnl	NtSetInformationWorkerFactory
431	0xf80210202880	ntoskrnl	NtSetIntervalProfile
432	0xf8020ff95600	ntoskrnl	NtSetIoCompletion
433	0xf8020ffcfd40	ntoskrnl	NtSetIoCompletionEx
434	0xf8020fbb50b0	ntoskrnl	BvgaSetVirtualFrameBuffer
434	0xf8020fbb50b0	ntoskrnl	CcTestControl
434	0xf8020fbb50b0	ntoskrnl	HalpInterruptGetParkingPageInformation
434	0xf8020fbb50b0	ntoskrnl	HalpPicRequestInterrupt
434	0xf8020fbb50b0	ntoskrnl	IommuSetDeviceFaultReportingEx
434	0xf8020fbb50b0	ntoskrnl	NtSetLdtEntries
434	0xf8020fbb50b0	ntoskrnl	PspQueryDescriptorThread
434	0xf8020fbb50b0	ntoskrnl	PspQueryLdtInformation
434	0xf8020fbb50b0	ntoskrnl	PspSetLdtInformation
434	0xf8020fbb50b0	ntoskrnl	PspSetLdtSize
434	0xf8020fbb50b0	ntoskrnl	PspSetProcessIoHandlers
434	0xf8020fbb50b0	ntoskrnl	SeUnRegisterAndFreeAccessCheckDebugContext
434	0xf8020fbb50b0	ntoskrnl	SkIsSecureKernel
434	0xf8020fbb50b0	ntoskrnl	xHalAllocateMapRegisters
434	0xf8020fbb50b0	ntoskrnl	xHalConvertAuxiliaryCounterToPerformanceCounter
434	0xf8020fbb50b0	ntoskrnl	xHalConvertPerformanceCounterToAuxiliaryCounter
434	0xf8020fbb50b0	ntoskrnl	xHalGetIommuInterface
434	0xf8020fbb50b0	ntoskrnl	xHalGetIommuInterfaceEx
434	0xf8020fbb50b0	ntoskrnl	xHalIommuBeginDeviceReset
434	0xf8020fbb50b0	ntoskrnl	xHalIommuBlockDevice
434	0xf8020fbb50b0	ntoskrnl	xHalIommuDevicePowerChange
434	0xf8020fbb50b0	ntoskrnl	xHalIommuDisableDevicePasid
434	0xf8020fbb50b0	ntoskrnl	xHalIommuEnableDevicePasid
434	0xf8020fbb50b0	ntoskrnl	xHalIommuFinalizeDeviceReset
434	0xf8020fbb50b0	ntoskrnl	xHalIommuFreeLibraryContext
434	0xf8020fbb50b0	ntoskrnl	xHalIommuGetLibraryContext
434	0xf8020fbb50b0	ntoskrnl	xHalIommuSetAddressSpace
434	0xf8020fbb50b0	ntoskrnl	xHalIommuUnblockDevice
434	0xf8020fbb50b0	ntoskrnl	xHalIommuUnmapDevice
434	0xf8020fbb50b0	ntoskrnl	xHalQueryAuxiliaryCounterFrequency
434	0xf8020fbb50b0	ntoskrnl	xHalTimerWatchdogTriggerSystemReset
434	0xf8020fbb50b0	ntoskrnl	xKdEnumerateDebuggingDevices
434	0xf8020fbb50b0	ntoskrnl	xKdReleaseIntegratedDeviceForDebugging
434	0xf8020fbb50b0	ntoskrnl	xKdReleasePciDeviceForDebugging
434	0xf8020fbb50b0	ntoskrnl	xKdSetupIntegratedDeviceForDebugging
434	0xf8020fbb50b0	ntoskrnl	xKdSetupPciDeviceForDebugging
435	0xf8020fff2b50	ntoskrnl	?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
435	0xf8020fff2b50	ntoskrnl	NtAdjustTokenClaimsAndDeviceGroups
435	0xf8020fff2b50	ntoskrnl	NtCreateEventPair
435	0xf8020fff2b50	ntoskrnl	NtDirectGraphicsCall
435	0xf8020fff2b50	ntoskrnl	NtFilterTokenEx
435	0xf8020fff2b50	ntoskrnl	NtOpenEventPair
435	0xf8020fff2b50	ntoskrnl	NtSetHighEventPair
435	0xf8020fff2b50	ntoskrnl	NtSetHighWaitLowEventPair
435	0xf8020fff2b50	ntoskrnl	NtSetLowEventPair
435	0xf8020fff2b50	ntoskrnl	NtSetLowWaitHighEventPair
435	0xf8020fff2b50	ntoskrnl	NtVdmControl
435	0xf8020fff2b50	ntoskrnl	NtWaitHighEventPair
435	0xf8020fff2b50	ntoskrnl	NtWaitLowEventPair
435	0xf8020fff2b50	ntoskrnl	PsNotifyWriteToExecutableMemory
435	0xf8020fff2b50	ntoskrnl	SeAdjustObjectSecurity
435	0xf8020fff2b50	ntoskrnl	xHalIommuMapDevice
435	0xf8020fff2b50	ntoskrnl	xHalLoadMicrocode
435	0xf8020fff2b50	ntoskrnl	xHalPostMicrocodeUpdate
435	0xf8020fff2b50	ntoskrnl	xHalUnloadMicrocode
436	0xf8020fff2b50	ntoskrnl	?GetPnpProperty@NT_DISK@@UEAAJPEAXPEAPEAX@Z
436	0xf8020fff2b50	ntoskrnl	NtAdjustTokenClaimsAndDeviceGroups
436	0xf8020fff2b50	ntoskrnl	NtCreateEventPair
436	0xf8020fff2b50	ntoskrnl	NtDirectGraphicsCall
436	0xf8020fff2b50	ntoskrnl	NtFilterTokenEx
436	0xf8020fff2b50	ntoskrnl	NtOpenEventPair
436	0xf8020fff2b50	ntoskrnl	NtSetHighEventPair
436	0xf8020fff2b50	ntoskrnl	NtSetHighWaitLowEventPair
436	0xf8020fff2b50	ntoskrnl	NtSetLowEventPair
436	0xf8020fff2b50	ntoskrnl	NtSetLowWaitHighEventPair
436	0xf8020fff2b50	ntoskrnl	NtVdmControl
436	0xf8020fff2b50	ntoskrnl	NtWaitHighEventPair
436	0xf8020fff2b50	ntoskrnl	NtWaitLowEventPair
436	0xf8020fff2b50	ntoskrnl	PsNotifyWriteToExecutableMemory
436	0xf8020fff2b50	ntoskrnl	SeAdjustObjectSecurity
436	0xf8020fff2b50	ntoskrnl	xHalIommuMapDevice
436	0xf8020fff2b50	ntoskrnl	xHalLoadMicrocode
436	0xf8020fff2b50	ntoskrnl	xHalPostMicrocodeUpdate
436	0xf8020fff2b50	ntoskrnl	xHalUnloadMicrocode
437	0xf80210149df0	ntoskrnl	NtSetQuotaInformationFile
438	0xf8020ff27c30	ntoskrnl	NtSetSecurityObject
439	0xf802101fe300	ntoskrnl	NtSetSystemEnvironmentValue
440	0xf802101fe630	ntoskrnl	NtSetSystemEnvironmentValueEx
441	0xf8020ffea7f0	ntoskrnl	NtSetSystemInformation
442	0xf802102a4700	ntoskrnl	NtSetSystemPowerState
443	0xf802101f66a0	ntoskrnl	NtSetSystemTime
444	0xf8020ffbff80	ntoskrnl	NtSetThreadExecutionState
445	0xf8020fa87040	ntoskrnl	NtSetTimer2
446	0xf8020fa85f00	ntoskrnl	NtSetTimerEx
447	0xf8020ff495a0	ntoskrnl	NtSetTimerResolution
448	0xf80210046550	ntoskrnl	NtSetUuidSeed
449	0xf80210076760	ntoskrnl	NtSetVolumeInformationFile
450	0xf8020ff3ce00	ntoskrnl	NtSetWnfProcessNotificationEvent
451	0xf8020fe049b0	ntoskrnl	NtShutdownSystem
452	0xf8020fab24f0	ntoskrnl	NtShutdownWorkerFactory
453	0xf8020fd80840	ntoskrnl	NtSignalAndWaitForSingleObject
454	0xf8020fbd5fa0	ntoskrnl	NtSinglePhaseReject
455	0xf802102028e0	ntoskrnl	NtStartProfile
456	0xf80210202b50	ntoskrnl	NtStopProfile

457	0xf8020fd56f10	ntoskrnl	NtSubmitIoRing
458	0xf8020fed64c0	ntoskrnl	NtSubscribeWnfStateChange
459	0xf802101b43e0	ntoskrnl	NtSuspendProcess
460	0xf8020ff47b00	ntoskrnl	NtSuspendThread
461	0xf8020ff4e190	ntoskrnl	NtSystemDebugControl
462	0xf8021023dc90	ntoskrnl	NtTerminateEnclave
463	0xf8020ffcf4f0	ntoskrnl	NtTerminateJobObject
464	0xf8020ff3cdd0	ntoskrnl	NtTestAlert
465	0xf8021020d3e0	ntoskrnl	NtThawRegistry
466	0xf8020fbd5b00	ntoskrnl	NtThawTransactions
467	0xf8020fe98880	ntoskrnl	NtTraceControl
468	0xf80210034320	ntoskrnl	NtTranslateFilePath
469	0xf8020fb703d0	ntoskrnl	DefaultAddProfileSource
469	0xf8020fb703d0	ntoskrnl	DefaultRemoveProfileSource
469	0xf8020fb703d0	ntoskrnl	HalpDeallocateMsiLines
469	0xf8020fb703d0	ntoskrnl	IommuQueryInputMappings
469	0xf8020fb703d0	ntoskrnl	MiGraphicsProtectionAllowed
469	0xf8020fb703d0	ntoskrnl	MmSetBankedSection
469	0xf8020fb703d0	ntoskrnl	NtUmsThreadYield
469	0xf8020fb703d0	ntoskrnl	PoCancelDeviceNotify
469	0xf8020fb703d0	ntoskrnl	PoRegisterDeviceNotify
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsAddLogContainer
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsCloseLogFileObject
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsCreateLogFile
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsCreateMarshallingArea
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsDeleteLogByPointer
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsDeleteMarshallingArea
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsFlushToLsn
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsGetLogFileInformation
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsLsnDifference
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsMgmtDeregisterManagedClient
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsMgmtInstallPolicy
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsMgmtRegisterManagedClient
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsReadLogRecord
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsReadNextLogRecord
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsReadRestartArea
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsReserveAndAppendLog
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsTerminateReadLog
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_fs_clfs_l1_1_0_ClfsWriteRestartArea
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_clipsp_l1_1_0_ClipSpInitialize
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_globmerger_l1_1_0_CimfsMountBootVolume
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_kcminitcfg_l1_1_0_CmSetInitMachineConfig
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_ksecurity_l1_1_1_QueryUpdateFileEaAllowedExt
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_ksr_l1_1_4_KsrClaimPersistedMemory
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_ksr_l1_1_4_KsrCleanupPageDatabase
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_ksr_l1_1_4_KsrEnumeratePersistedMemory
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_ksr_l1_1_4_KsrGetFirmwareInformation
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_ksr_l1_1_4_KsrInitPageDatabase
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_ksr_l1_1_4_KsrInitSystem
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_ksr_l1_1_4_KsrMdlToMemoryRuns
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_ksr_l1_1_4_KsrPersistMemoryWithMetadata
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_ksr_l1_1_4_KsrQueryMetadata
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_runlevels_l1_1_0_ExpInitializeRunLevel0
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_stateseparation_l1_1_0_ExpInitializeStateSeparationPhase0
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_stateseparation_l1_1_0_ExpInitializeStateSeparationPhase1
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_stateseparation_l1_1_0_ExpInitializeStateSeparationPhase2
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_tm_l1_1_0_NtCommitComplete
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_tm_l1_1_0_NtCommitEnlistment
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_tm_l1_1_0_NtCommitTransaction
469	0xf8020fb703d0	ntoskrnl	ext_ms_win_ntos_tm_l1_1_0_NtCreateEnlistment
