PassMark Volatility Workbench Log file  -  http://www.passmark.com 
================================================================== 
Volatility Workbench Version: V3.0 Build 1006 
Volatility 3 Framework Version: 2.5.0 
Log Date: Thu May 16 15:38:45 2024
 
 
Time Stamp: Thu May 16 14:52:25 2024
 
"C:\Users\technopc\Downloads\VolatilityWorkbench\vol.exe" -f "C:\Users\technopc\Desktop\volatility3\20240516.mem" windows.pslist.PsList  
Volatility 3 Framework 2.5.0 
PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	File output 
* 0xada7308	00-ff-ff-ff	4eb1f931a883cc3976a501a122c4df2b	1c7c3930b32ce00b082d8c05dedd0e75	4	False	Not Defined PartitionType	0xffffffff	N/A
0xada7814	00-ff-00-00	1186eb550b908822ca6090821a5838f9	fb753b4ffd58954626dfcede3639fc0f	N/A	N/A	N/A	N/A	
0x0:	add	bh, bh

0x2:	add	byte ptr [rax], al
0x4:	add	bh, bh
0x6:	add	byte ptr [rax], al
0x8:	add	bh, bh
0xa:	add	byte ptr [rax], al
0xc:	add	bh, bh
0xe:	add	byte ptr [rax], al
0x10:	add	bh, bh
0x12:	add	byte ptr [rax], al
0x14:	add	bh, bh
0x16:	add	byte ptr [rax], al
0x18:	add	bh, bh
0x1a:	add	byte ptr [rax], al
0x1c:	add	bh, bh
0x1e:	add	byte ptr [rax], al
0x20:	add	bh, bh
0x22:	add	byte ptr [rax], al
0x24:	add	bh, bh
0x26:	add	byte ptr [rax], al
0x28:	add	bh, bh
0x2a:	add	byte ptr [rax], al
0x2c:	add	bh, bh
0x2e:	add	byte ptr [rax], al
0x30:	add	bh, bh
0x32:	add	byte ptr [rax], al
0x34:	add	bh, bh
0x36:	add	byte ptr [rax], al
0x38:	add	bh, bh
0x3a:	add	byte ptr [rax], al
0x3c:	add	bh, bh
0x3e:	add	byte ptr [rax], al
0x40:	add	bh, bh
0x42:	add	byte ptr [rax], al
0x44:	add	bh, bh
0x46:	add	byte ptr [rax], al
0x48:	add	bh, bh
0x4a:	add	byte ptr [rax], al
0x4c:	add	bh, bh
0x4e:	add	byte ptr [rax], al
0x50:	add	bh, bh
0x52:	add	byte ptr [rax], al
0x54:	add	bh, bh
0x56:	add	byte ptr [rax], al
0x58:	add	bh, bh
0x5a:	add	byte ptr [rax], al
0x5c:	add	bh, bh
0x5e:	add	byte ptr [rax], al
0x60:	add	bh, bh
0x62:	add	byte ptr [rax], al
0x64:	add	bh, bh
0x66:	add	byte ptr [rax], al
0x68:	add	bh, bh
0x6a:	add	byte ptr [rax], al
0x6c:	add	bh, bh
0x6e:	add	byte ptr [rax], al
0x70:	add	bh, bh
0x72:	add	byte ptr [rax], al
0x74:	add	bh, bh
0x76:	add	byte ptr [rax], al
0x78:	add	bh, bh
0x7a:	add	byte ptr [rax], al
0x7c:	add	bh, bh
0x7e:	add	byte ptr [rax], al
0x80:	add	bh, bh
0x82:	add	byte ptr [rax], al
0x84:	add	bh, bh
0x86:	add	byte ptr [rax], al
0x88:	add	bh, bh
0x8a:	add	byte ptr [rax], al
0x8c:	add	bh, bh
0x8e:	add	byte ptr [rax], al
0x90:	add	bh, bh
0x92:	add	byte ptr [rax], al
0x94:	add	bh, bh
0x96:	add	byte ptr [rax], al
0x98:	add	bh, bh
0x9a:	add	byte ptr [rax], al
0x9c:	add	bh, bh
0x9e:	add	byte ptr [rax], al
0xa0:	add	bh, bh
0xa2:	add	byte ptr [rax], al
0xa4:	add	bh, bh
0xa6:	add	byte ptr [rax], al
0xa8:	add	bh, bh
0xaa:	add	byte ptr [rax], al
0xac:	add	bh, bh
0xae:	add	byte ptr [rax], al
0xb0:	add	bh, bh
0xb2:	add	byte ptr [rax], al
0xb4:	add	bh, bh
0xb6:	add	byte ptr [rax], al
0xb8:	add	bh, bh
0xba:	add	byte ptr [rax], al
0xbc:	add	bh, bh
0xbe:	add	byte ptr [rax], al
0xc0:	add	bh, bh
0xc2:	add	byte ptr [rax], al
0xc4:	add	bh, bh
0xc6:	add	byte ptr [rax], al
0xc8:	add	bh, bh
0xca:	add	byte ptr [rax], al
0xcc:	add	bh, bh
0xce:	add	byte ptr [rax], al
0xd0:	add	bh, bh
0xd2:	add	byte ptr [rax], al
0xd4:	add	bh, bh
0xd6:	add	byte ptr [rax], al
0xd8:	add	bh, bh
0xda:	add	byte ptr [rax], al
0xdc:	add	bh, bh
0xde:	jg	0x10b
0xe0:	add	bh, bh
* 0xada7814	00-ff-00-00	1186eb550b908822ca6090821a5838f9	fb753b4ffd58954626dfcede3639fc0f	1	False	Not Defined PartitionType	0xff2b0000	N/A
* 0xada7814	00-ff-00-00	1186eb550b908822ca6090821a5838f9	fb753b4ffd58954626dfcede3639fc0f	2	False	Empty	0xff000000	N/A
* 0xada7814	00-ff-00-00	1186eb550b908822ca6090821a5838f9	fb753b4ffd58954626dfcede3639fc0f	3	False	Empty	0xff000000	N/A
* 0xada7814	00-ff-00-00	1186eb550b908822ca6090821a5838f9	fb753b4ffd58954626dfcede3639fc0f	4	False	Empty	0xffaaffff	N/A
0xada7bb9	ff-00-00-00	23848a74492e239ff0d3a5c1179a766a	5e29426e244671f823f2c7d2f49c1484	N/A	N/A	N/A	N/A	
0x0:	inc	dword ptr [rax]
0x2:	add	byte ptr [rax], al

0x4:	inc	dword ptr [rax]
0x6:	add	byte ptr [rax], al
0x8:	inc	dword ptr [rax]
0xa:	add	byte ptr [rax], al
0xc:	inc	dword ptr [rax]
0xe:	add	byte ptr [rax], al
0x10:	inc	dword ptr [rax]

0x12:	add	byte ptr [rax], al
0x14:	inc	dword ptr [rax]
0x16:	add	byte ptr [rax], al
0x18:	inc	dword ptr [rax]
0x1a:	add	byte ptr [rax], al
0x1c:	inc	dword ptr [rax]
0x1e:	add	byte ptr [rax], al
0x20:	inc	dword ptr [rax]
0x22:	add	byte ptr [rax], al
0x24:	inc	dword ptr [rax]
0x26:	add	byte ptr [rax], al
0x28:	inc	dword ptr [rax]
0x2a:	add	byte ptr [rax], al
0x2c:	inc	dword ptr [rax]
0x2e:	add	byte ptr [rax], al
0x30:	inc	dword ptr [rax]
0x32:	add	byte ptr [rax], al
0x34:	inc	dword ptr [rax]
0x36:	add	byte ptr [rax], al
0x38:	inc	dword ptr [rax]
0x3a:	add	byte ptr [rax], al
0x3c:	inc	dword ptr [rax]
0x3e:	add	byte ptr [rax], al
0x40:	inc	dword ptr [rax]
0x42:	add	byte ptr [rax], al
0x44:	inc	dword ptr [rax]
0x46:	add	byte ptr [rax], al
0x48:	inc	dword ptr [rax]
0x4a:	add	byte ptr [rax], al
0x4c:	inc	dword ptr [rax]
0x4e:	add	byte ptr [rax], al
0x50:	inc	dword ptr [rax]
0x52:	add	byte ptr [rax], al
0x54:	inc	dword ptr [rax]
0x56:	add	byte ptr [rax], al
0x58:	inc	dword ptr [rax]
0x5a:	add	byte ptr [rax], al
0x5c:	inc	dword ptr [rax]
0x5e:	add	byte ptr [rax], al
0x60:	inc	dword ptr [rax]
0x62:	add	byte ptr [rax], al
0x64:	inc	dword ptr [rax]
0x66:	add	byte ptr [rax], al
0x68:	inc	dword ptr [rax]
0x6a:	add	byte ptr [rax], al
0x6c:	inc	dword ptr [rax]
0x6e:	add	byte ptr [rax], al
0x70:	inc	dword ptr [rax]
0x72:	add	byte ptr [rax], al
0x74:	inc	dword ptr [rax]
0x76:	add	byte ptr [rax], al
0x78:	inc	dword ptr [rax]
0x7a:	add	byte ptr [rax], al
0x7c:	inc	dword ptr [rax]
0x7e:	add	byte ptr [rax], al
0x80:	inc	dword ptr [rax]
0x82:	add	byte ptr [rax], al
0x84:	inc	dword ptr [rax]
0x86:	add	byte ptr [rax], al
0x88:	inc	dword ptr [rax]
0x8a:	add	byte ptr [rax], al
0x8c:	inc	dword ptr [rax]
0x8e:	add	byte ptr [rax], al
0x90:	inc	dword ptr [rax]
0x92:	add	byte ptr [rax], al
0x94:	inc	dword ptr [rax]
0x96:	add	byte ptr [rax], al
0x98:	inc	dword ptr [rax]
0x9a:	add	byte ptr [rax], al
0x9c:	inc	dword ptr [rax]
0x9e:	add	byte ptr [rax], al
0xa0:	inc	dword ptr [rax]
0xa2:	add	byte ptr [rax], al
0xa4:	inc	dword ptr [rax]
0xa6:	add	byte ptr [rax], al
0xa8:	inc	dword ptr [rax]
0xaa:	add	byte ptr [rax], al
0xac:	inc	dword ptr [rax]
0xae:	add	byte ptr [rax], al
0xb0:	inc	dword ptr [rax]
0xb2:	add	byte ptr [rax], al
0xb4:	inc	dword ptr [rax]
0xb6:	add	byte ptr [rax], al
0xb8:	inc	dword ptr [rax]
0xba:	add	byte ptr [rax], al
0xbc:	inc	dword ptr [rax]
0xbe:	add	byte ptr [rax], al
0xc0:	inc	dword ptr [rax]
0xc2:	add	byte ptr [rax], al
0xc4:	inc	dword ptr [rax]
0xc6:	add	byte ptr [rax], al
0xc8:	inc	dword ptr [rax]
0xca:	add	byte ptr [rax], al
0xcc:	inc	dword ptr [rax]
0xce:	add	byte ptr [rax], al
0xd0:	inc	dword ptr [rax]
0xd2:	add	byte ptr [rax], al
0xd4:	inc	dword ptr [rax]
0xd6:	add	byte ptr [rax], al
0xd8:	inc	dword ptr [rax]
0xda:	add	byte ptr [rax], al

0xdc:	inc	dword ptr [rax]
0xde:	add	byte ptr [rax], al
0xe0:	inc	dword ptr [rax]
0xe2:	add	byte ptr [rax], al
0xe4:	inc	dword ptr [rax]
0xe6:	add	byte ptr [rax], al
0xe8:	inc	dword ptr [rax]
0xea:	add	byte ptr [rax], al
0xec:	inc	dword ptr [rax]
0xee:	add	byte ptr [rax], al
0xf0:	inc	dword ptr [rax]
0xf2:	add	byte ptr [rax], al
0xf4:	inc	dword ptr [rax]
0xf6:	add	byte ptr [rax], al
0xf8:	inc	dword ptr [rax]
0xfa:	add	byte ptr [rax], al
0xfc:	inc	dword ptr [rax]
0xfe:	add	byte ptr [rax], al
0x100:	inc	dword ptr [rax]
0x102:	add	byte ptr [rax], al
0x104:	inc	dword ptr [rax]
0x106:	add	byte ptr [rax], al
0x108:	inc	dword ptr [rax]
0x10a:	add	byte ptr [rax], al
0x10c:	inc	dword ptr [rax]
0x10e:	add	byte ptr [rax], al
0x110:	inc	dword ptr [rax]
0x112:	add	byte ptr [rax], al
0x114:	inc	dword ptr [rax]
0x116:	add	byte ptr [rax], al
0x118:	inc	dword ptr [rax]
0x11a:	add	byte ptr [rax], al
0x11c:	inc	dword ptr [rax]
0x11e:	add	byte ptr [rax], al
0x120:	inc	dword ptr [rax]
0x122:	add	byte ptr [rax], al
0x124:	inc	dword ptr [rax]
0x126:	add	byte ptr [rax], al
0x128:	inc	dword ptr [rax]
0x12a:	add	byte ptr [rax], al
0x12c:	inc	dword ptr [rax]
0x12e:	add	byte ptr [rax], al
0x130:	inc	dword ptr [rax]
0x132:	add	byte ptr [rax], al

0x134:	inc	dword ptr [rax]
0x136:	add	byte ptr [rax], al
* 0xada7bb9	ff-00-00-00	23848a74492e239ff0d3a5c1179a766a	5e29426e244671f823f2c7d2f49c1484	1	False	Empty	0xff0000	N/A
* 0xada7bb9	ff-00-00-00	23848a74492e239ff0d3a5c1179a766a	5e29426e244671f823f2c7d2f49c1484	2	False	Empty	0xff0000	N/A
* 0xada7bb9	ff-00-00-00	23848a74492e239ff0d3a5c1179a766a	5e29426e244671f823f2c7d2f49c1484	3	False	Not Defined PartitionType	0xffffffff	N/A
* 0xada7bb9	ff-00-00-00	23848a74492e239ff0d3a5c1179a766a	5e29426e244671f823f2c7d2f49c1484	4	False	Not Defined PartitionType	0xffffff	N/A
0xadce07d	51-31-55-7c	85ae929d885c0ece7614bb75cbeecfcc	efea05218ba96537aa4c93d9151ce500	N/A	N/A	N/A	N/A	
0x0:	or	byte ptr [rdi - 0x60], bl
0x3:	in	eax, dx
0x4:	lodsd	eax, dword ptr [rsi]
0x5:	pop	rdi
0x6:	movabs	al, byte ptr [0xa05f13f7a05f8ff4]
0xf:	mul	dword ptr [rcx]
0x11:	pop	rdi
0x12:	movabs	al, byte ptr [0xa05f86f8a05f10f8]
0x1b:	sti	
0x1c:	and	eax, 0xa5fca05f
0x21:	pop	rdi
0x22:	movabs	al, byte ptr [0xa05f91fea05f5dfe]
0x2b:	call	qword ptr [rip - 0x21005fa1]
0x31:	pop	rdi
0x32:	movabs	eax, dword ptr [0xa15f8900a15f8400]
0x3b:	add	ch, byte ptr [rcx + 0x3e06a15f]
0x41:	pop	rdi
0x42:	movabs	eax, dword ptr [0xa15f900ca15fdc08]
0x4b:	or	al, 0xd2
0x4d:	pop	rdi
0x4e:	movabs	eax, dword ptr [0xa15f7d0da15feb0c]
0x57:	or	eax, 0xea15fce
0x5c:	mov	ebx, 0xb410a15f
0x61:	pop	rdi
0x62:	movabs	eax, dword ptr [0xa15f7f15a15f0e14]
* 0xadce07d	51-31-55-7c	85ae929d885c0ece7614bb75cbeecfcc	efea05218ba96537aa4c93d9151ce500	1	False	Not Defined PartitionType	0x31bd8755	N/A
* 0xadce07d	51-31-55-7c	85ae929d885c0ece7614bb75cbeecfcc	efea05218ba96537aa4c93d9151ce500	2	False	Not Defined PartitionType	0x31199155	N/A
* 0xadce07d	51-31-55-7c	85ae929d885c0ece7614bb75cbeecfcc	efea05218ba96537aa4c93d9151ce500	3	False	Not Defined PartitionType	0x31c19d55	N/A
* 0xadce07d	51-31-55-7c	85ae929d885c0ece7614bb75cbeecfcc	efea05218ba96537aa4c93d9151ce500	4	False	Not Defined PartitionType	0x31c1a955	N/A
0xb32f6b1	37-03-fb-4f	5bf0546d95a96221a64d66a5504ac131	5bc5e87d2163d99fce1e4accee381358	N/A	N/A	N/A	N/A	
0x0:	add	edx, dword ptr [rcx + 0x101e4]
0x6:	and	byte ptr [rcx], bl
0x8:	adc	dh, byte ptr [rcx]
0xa:	add	ebp, edx
0xc:	in	al, 0x1a
0xe:	pop	rax
0xf:	pop	rdi
0x10:	ja	9
0x12:	mov	bl, 0xcd
0x15:	add	bh, byte ptr [rax]
0x17:	mov	dil, 0x3f
0x1a:	sahf	
0x1b:	or	al, byte ptr [rcx + rcx*8]
0x1e:	lahf	
* 0xb32f6b1	37-03-fb-4f	5bf0546d95a96221a64d66a5504ac131	5bc5e87d2163d99fce1e4accee381358	1	False	FAT16 32MB,CHS	0x14033159	N/A
* 0xb32f6b1	37-03-fb-4f	5bf0546d95a96221a64d66a5504ac131	5bc5e87d2163d99fce1e4accee381358	2	False	Not Defined PartitionType	0x743a6204	N/A
* 0xb32f6b1	37-03-fb-4f	5bf0546d95a96221a64d66a5504ac131	5bc5e87d2163d99fce1e4accee381358	3	False	Not Defined PartitionType	0x53435653	N/A

* 0xb32f6b1	37-03-fb-4f	5bf0546d95a96221a64d66a5504ac131	5bc5e87d2163d99fce1e4accee381358	4	False	Not Defined PartitionType	0x3d22a16c	N/A
0xb355fcd	0a-2b-80-07	9d5b1792ec7a7dc1c17bcd32cdd51148	87fce8f549fe1047784a831f6eb85ef5	N/A	N/A	N/A	N/A	
0x0:	sbb	al, 0x7b
0x2:	sbb	eax, 0x4530ee76
0x7:	mov	dl, 0xf9
0x9:	xor	eax, 0xdff8ac74
* 0xb355fcd	0a-2b-80-07	9d5b1792ec7a7dc1c17bcd32cdd51148	87fce8f549fe1047784a831f6eb85ef5	1	False	Not Defined PartitionType	0x73060022	N/A
* 0xb355fcd	0a-2b-80-07	9d5b1792ec7a7dc1c17bcd32cdd51148	87fce8f549fe1047784a831f6eb85ef5	2	False	Not Defined PartitionType	0x77f2a04	N/A
* 0xb355fcd	0a-2b-80-07	9d5b1792ec7a7dc1c17bcd32cdd51148	87fce8f549fe1047784a831f6eb85ef5	3	False	Not Defined PartitionType	0x2e747079	N/A
* 0xb355fcd	0a-2b-80-07	9d5b1792ec7a7dc1c17bcd32cdd51148	87fce8f549fe1047784a831f6eb85ef5	4	False	FAT16 16-32MB,CHS	0x275ea2d6	N/A
0xb3583e6	30-83-01-bd	7d1f6042b3a07e06fd79366fa4fbebc2	c64c240eebd67982849d03d12e0247f1	N/A	N/A	N/A	N/A	
0x0:	and	al, 0x31
0x2:	cmpps	xmm2, xmm5, 0x82
0x6:	sbb	al, 0x50
* 0xb3583e6	30-83-01-bd	7d1f6042b3a07e06fd79366fa4fbebc2	c64c240eebd67982849d03d12e0247f1	1	False	Not Defined PartitionType	0xdf34da9a	N/A
* 0xb3583e6	30-83-01-bd	7d1f6042b3a07e06fd79366fa4fbebc2	c64c240eebd67982849d03d12e0247f1	2	False	Linux	0x35633833	N/A
* 0xb3583e6	30-83-01-bd	7d1f6042b3a07e06fd79366fa4fbebc2	c64c240eebd67982849d03d12e0247f1	3	False	Not Defined PartitionType	0xbdef	N/A
* 0xb3583e6	30-83-01-bd	7d1f6042b3a07e06fd79366fa4fbebc2	c64c240eebd67982849d03d12e0247f1	4	False	FAT12,CHS	0x8bde9c43	N/A
0xb35d2a2	40-d0-97-fb	bf8833564f66850c571414af9cdda0ce	fbc1aa9ca0518d04187ede6ac049fb2c	N/A	N/A	N/A	N/A	
0x0:	clc	
0x1:	add	bh, byte ptr [rbp - 0x47cbc2f6]
0x7:	sbb	bh, byte ptr [rdi + rbx + 0x6ff18fc]
0xe:	xor	esp, 0xd801d931
0x14:	cmp	al, 0x14
0x16:	movabs	al, byte ptr [0x1fba081e2dbb061f]
0x1f:	movabs	al, byte ptr [0x191efb226aba2ead]
0x28:	add	dword ptr [rbp - 0x43bffd08], ecx
0x2e:	add	edx, dword ptr [rax + 0x3f]
0x31:	add	byte ptr [rip - 0x70fa0375], al
0x37:	or	byte ptr [rbx], cl
0x3a:	cmp	byte ptr [rdx - 0x63fffd00], 0x70
0x41:	add	byte ptr [rsi + 0x3fd05f8], cl
* 0xb35d2a2	40-d0-97-fb	bf8833564f66850c571414af9cdda0ce	fbc1aa9ca0518d04187ede6ac049fb2c	1	False	VMWare Swap	0x6e78aa24	N/A
* 0xb35d2a2	40-d0-97-fb	bf8833564f66850c571414af9cdda0ce	fbc1aa9ca0518d04187ede6ac049fb2c	2	False	Not Defined PartitionType	0x4d098c06	N/A
* 0xb35d2a2	40-d0-97-fb	bf8833564f66850c571414af9cdda0ce	fbc1aa9ca0518d04187ede6ac049fb2c	3	False	Not Defined PartitionType	0xa40fbc28	N/A
* 0xb35d2a2	40-d0-97-fb	bf8833564f66850c571414af9cdda0ce	fbc1aa9ca0518d04187ede6ac049fb2c	4	False	Microsoft Extended	0x6a40003b	N/A
0xb361ca3	38-00-c3-9c	ad3c7e3d145059430b497d7588c29359	44ca9ba2c0e46c544a11be4edcb45517	N/A	N/A	N/A	N/A	

0x0:	add	byte ptr [rax + 0x3c], dl
0x3:	add	byte ptr [rax + 0x3c], al
0x6:	add	byte ptr [rax], dh
0x8:	cmp	al, 0
0xa:	and	byte ptr [rax + rax], bh
0xd:	adc	byte ptr [rax + rax], bh
0x10:	add	byte ptr [rax + rax], bh
* 0xb361ca3	38-00-c3-9c	ad3c7e3d145059430b497d7588c29359	44ca9ba2c0e46c544a11be4edcb45517	1	False	PartitionMagic recovery partition	0x3cf555	N/A
* 0xb361ca3	38-00-c3-9c	ad3c7e3d145059430b497d7588c29359	44ca9ba2c0e46c544a11be4edcb45517	2	False	PartitionMagic recovery partition	0x97003c9d	N/A
* 0xb361ca3	38-00-c3-9c	ad3c7e3d145059430b497d7588c29359	44ca9ba2c0e46c544a11be4edcb45517	3	False	Empty	0x3cbd003c	N/A
* 0xb361ca3	38-00-c3-9c	ad3c7e3d145059430b497d7588c29359	44ca9ba2c0e46c544a11be4edcb45517	4	False	Not Defined PartitionType	0x52aaaa00	N/A
0xb375021	00-98-78-05	ebe619ccf9077e697195ad8ba8f7fbc5	912242bc104edfb6c2c7d269a80200bf	N/A	N/A	N/A	N/A	
0x0:	sbb	byte ptr [rax], al
0x2:	lock sbb	byte ptr [rax], al
0x5:	rcr	byte ptr [rax], 0
0x8:	and	byte ptr [rsi + 0x18540000], ch
0xe:	add	byte ptr [rax], ch
0x10:	sbb	byte ptr [rax], al
0x12:	sbb	byte ptr [rdx + 0x18ac1555], 0
0x19:	mov	eax, 0x18880018
0x1e:	add	byte ptr [rcx + 0xaf1400], bh
0x24:	add	al, ch
0x26:	pop	rax
0x27:	add	byte ptr [rax + 0x38], al
0x2a:	add	byte ptr [rax + 0x18], bh
0x2d:	add	byte ptr [rax + 0x18], cl
0x30:	add	byte ptr [rax + 0x18e00018], ch
0x36:	add	byte ptr [rax + 0x1190018], dh
0x3c:	mov	al, 0x98
0x3f:	or	ebx, dword ptr [rax]
0x41:	add	byte ptr [rax - 0x576ffec8], al
0x47:	stosb	byte ptr [rdi], al
0x48:	cmpsb	byte ptr [rsi], byte ptr [rdi]
0x49:	stosb	byte ptr [rdi], al
0x4a:	cmp	byte ptr [rax], al
0x4c:	jo	0x66
0x4e:	add	byte ptr [rax + 0x18e40018], dh
0x54:	add	ah, cl
0x56:	sbb	byte ptr [rax], al
0x58:	cld	
0x59:	sbb	byte ptr [rax], al
0x5b:	sub	al, 0xb1
0x5d:	fmul	dword ptr [rdx]
0x5f:	sbb	byte ptr [rax], al
0x61:	sbb	byte ptr [rax], al
0x64:	mov	byte ptr [rax], bl
0x66:	add	byte ptr [rax + 0x18], dh
0x69:	add	byte ptr [rax + 0x18d00018], ah
0x6f:	add	al, al
0x71:	sbb	byte ptr [rax], al
0x73:	loopne	0x8d
0x75:	add	byte ptr [rax], dl
0x77:	mov	dl, 0
* 0xb375021	00-98-78-05	ebe619ccf9077e697195ad8ba8f7fbc5	912242bc104edfb6c2c7d269a80200bf	1	False	Empty	0xa82d552a	N/A
* 0xb375021	00-98-78-05	ebe619ccf9077e697195ad8ba8f7fbc5	912242bc104edfb6c2c7d269a80200bf	2	False	Empty	0x5800f8b8	N/A
* 0xb375021	00-98-78-05	ebe619ccf9077e697195ad8ba8f7fbc5	912242bc104edfb6c2c7d269a80200bf	3	False	Not Defined PartitionType	0x38e800	N/A
* 0xb375021	00-98-78-05	ebe619ccf9077e697195ad8ba8f7fbc5	912242bc104edfb6c2c7d269a80200bf	4	False	Not Defined PartitionType	0x6dab6400	N/A
0xb37ba19	cc-38-00-5c	20b148b6e768c740a6604b291befc990	cd1cbaa9a8ade6d27483e16e37d49e73	N/A	N/A	N/A	N/A	
0x0:	add	al, dh
* 0xb37ba19	cc-38-00-5c	20b148b6e768c740a6604b291befc990	cd1cbaa9a8ade6d27483e16e37d49e73	1	False	AST SmartSleep Partition	0xcf001884	N/A
* 0xb37ba19	cc-38-00-5c	20b148b6e768c740a6604b291befc990	cd1cbaa9a8ade6d27483e16e37d49e73	2	False	Not Defined PartitionType	0x586c0018	N/A
* 0xb37ba19	cc-38-00-5c	20b148b6e768c740a6604b291befc990	cd1cbaa9a8ade6d27483e16e37d49e73	3	False	Empty	0xfd00008d	N/A
* 0xb37ba19	cc-38-00-5c	20b148b6e768c740a6604b291befc990	cd1cbaa9a8ade6d27483e16e37d49e73	4	False	Not Defined PartitionType	0xff004f46	N/A
0xb37be0b	03-84-01-fd	560ca1fd6e6035af8e3b572c9f448127	d3238c38ebb472284ec173dae8a3e752	N/A	N/A	N/A	N/A	
0x0:	sar	byte ptr [rdx], 1
0x2:	add	byte ptr [rax + 0x3cc400fc], bh
0x8:	add	byte ptr [rax + rbx], cl
0xb:	add	dword ptr [rdi], ebx
0xd:	sbb	byte ptr [rax], al
* 0xb37be0b	03-84-01-fd	560ca1fd6e6035af8e3b572c9f448127	d3238c38ebb472284ec173dae8a3e752	1	False	Not Defined PartitionType	0x8ac42f01	N/A
* 0xb37be0b	03-84-01-fd	560ca1fd6e6035af8e3b572c9f448127	d3238c38ebb472284ec173dae8a3e752	2	False	Not Defined PartitionType	0x1d886701	N/A
* 0xb37be0b	03-84-01-fd	560ca1fd6e6035af8e3b572c9f448127	d3238c38ebb472284ec173dae8a3e752	3	False	Not Defined PartitionType	0xb850006d	N/A
* 0xb37be0b	03-84-01-fd	560ca1fd6e6035af8e3b572c9f448127	d3238c38ebb472284ec173dae8a3e752	4	False	Not Defined PartitionType	0x691e8a	N/A
0xb3b193d	d8-44-b7-c7	b2334ebc1eedd28e35af39f1e2972057	5f2c2ac15d55f8d4f67bd92aa6562a12	N/A	N/A	N/A	N/A	
0x0:	and	cl, byte ptr [rax]
0x2:	and	al, 0x20
0x5:	sbb	byte ptr [rax], al
0x7:	add	byte ptr [rax], al
0x9:	loopne	0xffffffffffffffec
0xb:	add	byte ptr [rax + rax - 0x1ed000e2], bl
0x12:	nop	
0x13:	add	byte ptr [rax], al
0x15:	xor	byte ptr [rbp - 0x63cfff1b], al
0x1b:	sbb	byte ptr [rax], al
0x1d:	test	ch, ah
0x1f:	sbb	byte ptr [rax], al
0x21:	or	byte ptr [rax], ah
0x23:	add	byte ptr [rax], ah
0x25:	cmp	dword ptr [rax], eax
0x27:	pushfq	
0x28:	in	eax, 0xa2
0x2a:	cmp	dword ptr [rbx], esp
0x2c:	loopne	0x2e
0x2e:	xor	byte ptr [rdx + rdi*2 + 0x2ee58e00], cl
0x35:	loopne	0x39
0x37:	and	byte ptr [rsi], ch
0x39:	loopne	0x69
0x3b:	and	al, 0x22
0x3d:	loopne	0x3f
0x3f:	and	byte ptr [rax + 0x4015800], bl
0x45:	shr	byte ptr [rbp + 8], 1
0x48:	or	byte ptr [rax + rax], al
0x4b:	loop	0x4d
0x4d:	movabs	al, byte ptr [0xa00003e0601001e1]
0x57:	loope	0xc
0x59:	or	al, 0x54
0x5b:	jb	0xcc
0x5d:	push	0x61
0x5f:	outsb	dx, byte ptr [rsi]
0x60:	sub	al, 0x13
0x62:	imul	r12d, dword ptr [rsp + r13*2 + 0x65], 0x13217474
0x6b:	and	dword ptr [rax + rbp*2], esp
0x6f:	add	byte ptr [rax + 0x28], al
* 0xb3b193d	d8-44-b7-c7	b2334ebc1eedd28e35af39f1e2972057	5f2c2ac15d55f8d4f67bd92aa6562a12	1	False	Empty	0x784524bb	N/A
* 0xb3b193d	d8-44-b7-c7	b2334ebc1eedd28e35af39f1e2972057	5f2c2ac15d55f8d4f67bd92aa6562a12	2	False	Not Defined PartitionType	0x626d6f42	N/A
* 0xb3b193d	d8-44-b7-c7	b2334ebc1eedd28e35af39f1e2972057	5f2c2ac15d55f8d4f67bd92aa6562a12	3	False	Unix System V	0x60f04200	N/A
* 0xb3b193d	d8-44-b7-c7	b2334ebc1eedd28e35af39f1e2972057	5f2c2ac15d55f8d4f67bd92aa6562a12	4	False	FreeBSD	0x1fa6d9e9	N/A
0xb828a0c	00-f0-60-bb	0354aa81e9525dea8e31c0d7648caa6e	463ac731d1851a597f09e7514f7da07b	N/A	N/A	N/A	N/A	
0x0:	js	4
0x2:	setns	byte ptr [rsp + rcx]
0x6:	add	al, 0x7c
0x9:	add	bl, byte ptr [rax]
0xb:	mov	edx, 0x78a00017
0x10:	add	al, 0x10
0x12:	pop	rax
0x13:	add	byte ptr [rcx + rbp*2 + 0x72], ah
* 0xb828a0c	00-f0-60-bb	0354aa81e9525dea8e31c0d7648caa6e	463ac731d1851a597f09e7514f7da07b	1	False	Empty	0x352aaa50	N/A
* 0xb828a0c	00-f0-60-bb	0354aa81e9525dea8e31c0d7648caa6e	463ac731d1851a597f09e7514f7da07b	2	False	Not Defined PartitionType	0xbc5df000	N/A
* 0xb828a0c	00-f0-60-bb	0354aa81e9525dea8e31c0d7648caa6e	463ac731d1851a597f09e7514f7da07b	3	False	PartitionMagic recovery partition	0x3c8800	N/A
* 0xb828a0c	00-f0-60-bb	0354aa81e9525dea8e31c0d7648caa6e	463ac731d1851a597f09e7514f7da07b	4	False	PartitionMagic recovery partition	0x1800bc38	N/A
